employee_id,work_mode,hours_worked_per_week,productivity_score,well_being_score,department,team,join_year,overtime_flag,tenure_years,tenure_group,workload_level,high_productivity,well_being_risk
582,In-Office,47.0,58.0,75.0,Finance,B,2019,False,7,6–10 yrs,Heavy,False,False
583,Hybrid,40.0,65.0,68.0,Finance,B,2017,True,9,6–10 yrs,Normal,False,False
584,Remote,46.0,72.0,74.0,IT,A,2017,True,9,6–10 yrs,Heavy,False,False
585,Hybrid,38.0,80.0,77.0,IT,A,2017,True,9,6–10 yrs,Normal,True,False
586,Remote,49.0,75.0,83.0,HR,B,2020,False,6,6–10 yrs,Heavy,True,False
587,Remote,39.0,86.0,73.0,Operations,D,2015,False,11,10+ yrs,Normal,True,False
588,Remote,42.0,74.0,78.0,IT,A,2018,True,8,6–10 yrs,Normal,False,False
589,Remote,39.0,78.0,77.0,IT,B,2022,True,4,3–5 yrs,Normal,True,False
590,Remote,39.0,74.0,85.0,HR,C,2017,False,9,6–10 yrs,Normal,False,False
591,Remote,43.0,72.0,72.0,HR,C,2019,False,7,6–10 yrs,Normal,False,False
592,Hybrid,48.0,81.0,84.0,Sales,D,2016,False,10,6–10 yrs,Heavy,True,False
593,Remote,34.0,74.0,67.0,Finance,C,2016,True,10,6–10 yrs,Light,False,False
594,Remote,36.0,84.0,75.0,Operations,C,2021,True,5,3–5 yrs,Normal,True,False
595,In-Office,49.0,70.0,71.0,Sales,B,2017,True,9,6–10 yrs,Heavy,False,False
596,Hybrid,35.0,75.0,48.0,IT,C,2019,True,7,6–10 yrs,Light,True,True
597,Hybrid,41.0,74.0,82.0,HR,Nan,2017,False,9,6–10 yrs,Normal,False,False
598,Remote,43.0,80.0,89.0,Finance,C,2020,False,6,6–10 yrs,Normal,True,False
599,Remote,32.0,90.0,85.0,Sales,C,2017,False,9,6–10 yrs,Light,True,False
600,Remote,37.0,85.0,70.0,Finance,B,2022,True,4,3–5 yrs,Normal,True,False
601,Remote,33.0,71.0,74.0,HR,C,2016,False,10,6–10 yrs,Light,False,False
602,Remote,41.0,86.0,76.0,Sales,D,2017,False,9,6–10 yrs,Normal,True,False
603,Remote,40.0,71.0,65.0,Sales,A,2022,False,4,3–5 yrs,Normal,False,False
604,Remote,40.0,61.0,78.0,Finance,D,2022,False,4,3–5 yrs,Normal,False,False
605,Remote,30.0,92.0,84.0,HR,A,2015,False,11,10+ yrs,Light,True,False
606,Hybrid,43.0,84.0,65.0,IT,D,2022,True,4,3–5 yrs,Normal,True,False
607,Remote,41.0,78.0,80.0,Sales,A,2016,False,10,6–10 yrs,Normal,True,False
608,Remote,41.0,82.0,80.0,IT,A,2021,False,5,3–5 yrs,Normal,True,False
609,Hybrid,32.0,66.0,71.0,HR,A,2020,True,6,6–10 yrs,Light,False,False
610,Hybrid,43.0,65.0,91.0,Sales,A,2016,True,10,6–10 yrs,Normal,False,False
611,Remote,41.0,81.0,79.0,Sales,B,2019,False,7,6–10 yrs,Normal,True,False
612,In-Office,44.0,63.0,69.0,IT,D,2021,False,5,3–5 yrs,Normal,False,False
613,Hybrid,44.0,64.0,75.0,Operations,A,2022,False,4,3–5 yrs,Normal,False,False
614,Remote,37.0,61.0,72.0,IT,D,2017,False,9,6–10 yrs,Normal,False,False
615,In-Office,42.0,89.0,73.0,IT,C,2015,True,11,10+ yrs,Normal,True,False
616,In-Office,36.0,76.0,54.0,Operations,Nan,2021,False,5,3–5 yrs,Normal,True,False
617,Remote,44.0,72.0,77.0,HR,D,2019,True,7,6–10 yrs,Normal,False,False
618,Remote,46.0,66.0,74.0,HR,Nan,2019,False,7,6–10 yrs,Heavy,False,False
619,In-Office,41.0,81.0,54.0,Sales,D,2021,False,5,3–5 yrs,Normal,True,False
620,In-Office,25.0,68.0,73.0,Finance,A,2019,False,7,6–10 yrs,Light,False,False
621,Remote,45.0,72.0,75.0,Finance,Nan,2022,True,4,3–5 yrs,Normal,False,False
622,Remote,41.0,61.0,75.0,Sales,D,2019,False,7,6–10 yrs,Normal,False,False
623,Remote,39.0,80.0,74.0,Finance,C,2022,False,4,3–5 yrs,Normal,True,False
624,Hybrid,42.0,54.0,67.0,IT,B,2019,True,7,6–10 yrs,Normal,False,False
625,Hybrid,45.0,66.0,72.0,IT,D,2021,False,5,3–5 yrs,Normal,False,False
626,Remote,41.0,73.0,79.0,Operations,D,2017,True,9,6–10 yrs,Normal,False,False
627,Hybrid,36.0,72.0,77.0,Operations,B,2019,False,7,6–10 yrs,Normal,False,False
628,In-Office,46.0,67.0,70.0,Sales,B,2020,True,6,6–10 yrs,Heavy,False,False
629,Remote,42.0,60.0,86.0,Sales,B,2019,True,7,6–10 yrs,Normal,False,False
630,Remote,36.0,74.0,86.0,Sales,A,2023,True,3,3–5 yrs,Normal,False,False
631,In-Office,35.0,66.0,65.0,IT,Nan,2018,False,8,6–10 yrs,Light,False,False
632,In-Office,40.0,74.0,60.0,Finance,D,2017,True,9,6–10 yrs,Normal,False,False
633,Hybrid,39.0,76.0,62.0,Sales,D,2023,True,3,3–5 yrs,Normal,True,False
634,Hybrid,40.0,77.0,69.0,Sales,D,2022,False,4,3–5 yrs,Normal,True,False
635,Remote,37.0,72.0,67.0,IT,C,2020,True,6,6–10 yrs,Normal,False,False
636,Hybrid,44.0,88.0,72.0,IT,B,2015,False,11,10+ yrs,Normal,True,False
637,Hybrid,41.0,80.0,62.0,IT,D,2015,False,11,10+ yrs,Normal,True,False
638,Remote,48.0,78.0,89.0,Finance,B,2019,True,7,6–10 yrs,Heavy,True,False
639,Remote,34.0,91.0,83.0,Sales,A,2017,True,9,6–10 yrs,Light,True,False
640,Remote,41.0,78.0,76.0,HR,B,2017,False,9,6–10 yrs,Normal,True,False
641,Remote,45.0,77.0,64.0,HR,C,2020,True,6,6–10 yrs,Normal,True,False
642,Remote,31.0,75.0,80.0,Sales,C,2017,True,9,6–10 yrs,Light,True,False
643,Remote,38.0,86.0,64.0,Sales,B,2020,True,6,6–10 yrs,Normal,True,False
644,Remote,39.0,61.0,83.0,Sales,C,2019,True,7,6–10 yrs,Normal,False,False
645,Remote,37.0,79.0,72.0,Sales,C,2018,False,8,6–10 yrs,Normal,True,False
646,In-Office,54.0,81.0,73.0,Finance,Nan,2022,False,4,3–5 yrs,Heavy,True,False
647,Hybrid,41.0,79.0,66.0,HR,D,2016,True,10,6–10 yrs,Normal,True,False
648,Hybrid,47.0,87.0,81.0,Operations,C,2021,False,5,3–5 yrs,Heavy,True,False
649,In-Office,40.0,75.0,56.0,HR,D,2018,True,8,6–10 yrs,Normal,True,False
650,Hybrid,45.0,78.0,57.0,HR,Nan,2016,True,10,6–10 yrs,Normal,True,False
651,Remote,31.0,74.0,76.0,IT,B,2021,True,5,3–5 yrs,Light,False,False
652,Hybrid,35.0,77.0,74.0,Sales,C,2015,True,11,10+ yrs,Light,True,False
653,Hybrid,41.0,68.0,80.0,Sales,B,2019,False,7,6–10 yrs,Normal,False,False
654,In-Office,57.0,68.0,62.0,Sales,A,2023,True,3,3–5 yrs,Heavy,False,False
655,Hybrid,41.0,71.0,71.0,IT,C,2019,False,7,6–10 yrs,Normal,False,False
656,Remote,42.0,61.0,87.0,Finance,Nan,2017,True,9,6–10 yrs,Normal,False,False
657,Remote,38.0,73.0,77.0,Finance,Nan,2019,False,7,6–10 yrs,Normal,False,False
658,Remote,38.0,62.0,88.0,Operations,B,2017,False,9,6–10 yrs,Normal,False,False
659,Hybrid,42.0,78.0,80.0,Finance,B,2015,False,11,10+ yrs,Normal,True,False
660,Hybrid,36.0,78.0,70.0,Finance,C,2022,False,4,3–5 yrs,Normal,True,False
661,Remote,43.0,59.0,77.0,Sales,D,2015,True,11,10+ yrs,Normal,False,False
662,In-Office,41.0,76.0,72.0,HR,B,2017,False,9,6–10 yrs,Normal,True,False
663,Hybrid,38.0,68.0,71.0,Finance,B,2017,True,9,6–10 yrs,Normal,False,False
664,Remote,33.0,83.0,75.0,Finance,C,2016,False,10,6–10 yrs,Light,True,False
665,Remote,21.0,73.0,71.0,IT,D,2019,False,7,6–10 yrs,Light,False,False
666,Remote,28.0,66.0,79.0,Operations,C,2017,False,9,6–10 yrs,Light,False,False
667,Remote,46.0,79.0,74.0,IT,B,2019,True,7,6–10 yrs,Heavy,True,False
668,Remote,41.0,72.0,73.0,Sales,C,2022,False,4,3–5 yrs,Normal,False,False
669,Remote,31.0,62.0,75.0,HR,C,2018,True,8,6–10 yrs,Light,False,False
670,Remote,39.0,75.0,75.0,Operations,C,2019,True,7,6–10 yrs,Normal,True,False
671,Remote,32.0,81.0,69.0,IT,D,2017,True,9,6–10 yrs,Light,True,False
672,In-Office,50.0,63.0,61.0,Finance,C,2015,False,11,10+ yrs,Heavy,False,False
673,Remote,29.0,72.0,85.0,Finance,Nan,2019,False,7,6–10 yrs,Light,False,False
674,Hybrid,45.0,82.0,76.0,Operations,C,2015,False,11,10+ yrs,Normal,True,False
675,Hybrid,35.0,71.0,66.0,Finance,D,2021,False,5,3–5 yrs,Light,False,False
676,In-Office,54.0,61.0,76.0,IT,A,2019,False,7,6–10 yrs,Heavy,False,False
677,Remote,43.0,91.0,75.0,IT,Nan,2018,False,8,6–10 yrs,Normal,True,False
678,Remote,42.0,94.0,74.0,Finance,C,2018,False,8,6–10 yrs,Normal,True,False
679,In-Office,34.0,55.0,74.0,Finance,A,2022,True,4,3–5 yrs,Light,False,False
680,In-Office,41.0,74.0,72.0,Sales,C,2020,False,6,6–10 yrs,Normal,False,False
681,In-Office,46.0,76.0,74.0,HR,D,2015,True,11,10+ yrs,Heavy,True,False
682,Remote,46.0,68.0,74.0,Operations,A,2022,True,4,3–5 yrs,Heavy,False,False
683,Remote,33.0,83.0,84.0,IT,A,2016,False,10,6–10 yrs,Light,True,False
684,Hybrid,45.0,83.0,63.0,Operations,C,2020,False,6,6–10 yrs,Normal,True,False
685,In-Office,57.0,86.0,75.0,Sales,C,2023,True,3,3–5 yrs,Heavy,True,False
686,Hybrid,53.0,74.0,68.0,IT,D,2015,True,11,10+ yrs,Heavy,False,False
687,Hybrid,38.0,80.0,64.0,Sales,C,2020,False,6,6–10 yrs,Normal,True,False
688,Remote,43.0,87.0,83.0,Sales,A,2022,True,4,3–5 yrs,Normal,True,False
689,In-Office,47.0,63.0,60.0,Finance,B,2019,True,7,6–10 yrs,Heavy,False,False
690,Remote,45.0,82.0,78.0,Operations,B,2019,True,7,6–10 yrs,Normal,True,False
691,Remote,35.0,60.0,71.0,Operations,D,2020,True,6,6–10 yrs,Light,False,False
692,Hybrid,53.0,64.0,74.0,Finance,C,2019,False,7,6–10 yrs,Heavy,False,False
693,Hybrid,48.0,74.0,74.0,Operations,D,2017,False,9,6–10 yrs,Heavy,False,False
694,Remote,44.0,76.0,98.0,Finance,Nan,2018,True,8,6–10 yrs,Normal,True,False
695,Remote,28.0,84.0,77.0,IT,B,2021,True,5,3–5 yrs,Light,True,False
696,Hybrid,47.0,78.0,74.0,Sales,C,2018,True,8,6–10 yrs,Heavy,True,False
697,Remote,39.0,61.0,82.0,Sales,A,2023,False,3,3–5 yrs,Normal,False,False
698,Hybrid,44.0,74.0,80.0,Operations,C,2016,False,10,6–10 yrs,Normal,False,False
699,Remote,40.0,77.0,72.0,HR,B,2019,True,7,6–10 yrs,Normal,True,False
700,Hybrid,38.0,83.0,83.0,Sales,A,2022,True,4,3–5 yrs,Normal,True,False
701,Hybrid,41.0,74.0,65.0,Finance,D,2019,True,7,6–10 yrs,Normal,False,False
702,Remote,45.0,81.0,92.0,HR,B,2022,False,4,3–5 yrs,Normal,True,False
703,Remote,33.0,73.0,80.0,HR,D,2022,True,4,3–5 yrs,Light,False,False
704,Remote,42.0,74.0,72.0,Sales,A,2023,True,3,3–5 yrs,Normal,False,False
705,Remote,43.0,82.0,72.0,Sales,D,2020,True,6,6–10 yrs,Normal,True,False
706,In-Office,54.0,83.0,69.0,Sales,B,2018,True,8,6–10 yrs,Heavy,True,False
707,Remote,41.0,80.0,72.0,Finance,C,2019,True,7,6–10 yrs,Normal,True,False
708,In-Office,45.0,53.0,76.0,HR,D,2019,False,7,6–10 yrs,Normal,False,False
709,Remote,29.0,88.0,76.0,Operations,Nan,2020,False,6,6–10 yrs,Light,True,False
710,Hybrid,41.0,69.0,70.0,Finance,B,2017,False,9,6–10 yrs,Normal,False,False
711,In-Office,55.0,50.0,74.0,IT,A,2016,True,10,6–10 yrs,Heavy,False,False
712,Hybrid,44.0,64.0,63.0,Sales,B,2021,False,5,3–5 yrs,Normal,False,False
713,Hybrid,41.0,66.0,63.0,HR,C,2019,True,7,6–10 yrs,Normal,False,False
714,Hybrid,49.0,77.0,64.0,Finance,C,2023,False,3,3–5 yrs,Heavy,True,False
715,Remote,39.0,68.0,86.0,IT,D,2017,False,9,6–10 yrs,Normal,False,False
716,In-Office,41.0,77.0,71.0,Finance,D,2022,True,4,3–5 yrs,Normal,True,False
717,In-Office,57.0,72.0,57.0,Finance,D,2020,True,6,6–10 yrs,Heavy,False,False
718,In-Office,48.0,91.0,74.0,Operations,D,2018,True,8,6–10 yrs,Heavy,True,False
719,Remote,36.0,79.0,78.0,Operations,C,2023,False,3,3–5 yrs,Normal,True,False
720,In-Office,38.0,82.0,89.0,Finance,A,2019,True,7,6–10 yrs,Normal,True,False
721,In-Office,46.0,64.0,54.0,IT,D,2020,False,6,6–10 yrs,Heavy,False,False
722,Remote,40.0,85.0,81.0,HR,A,2023,False,3,3–5 yrs,Normal,True,False
723,Remote,38.0,71.0,70.0,HR,B,2019,False,7,6–10 yrs,Normal,False,False
724,In-Office,51.0,80.0,74.0,Sales,B,2019,True,7,6–10 yrs,Heavy,True,False
725,Hybrid,52.0,79.0,83.0,Sales,D,2016,True,10,6–10 yrs,Heavy,True,False
726,In-Office,36.0,60.0,67.0,HR,B,2018,True,8,6–10 yrs,Normal,False,False
727,Remote,41.0,90.0,83.0,Finance,Nan,2016,False,10,6–10 yrs,Normal,True,False
728,In-Office,43.0,63.0,79.0,Finance,A,2017,False,9,6–10 yrs,Normal,False,False
729,Remote,32.0,89.0,76.0,Operations,Nan,2017,True,9,6–10 yrs,Light,True,False
730,Remote,48.0,81.0,77.0,Operations,D,2018,False,8,6–10 yrs,Heavy,True,False
731,Remote,35.0,73.0,81.0,Sales,Nan,2020,False,6,6–10 yrs,Light,False,False
732,In-Office,46.0,67.0,67.0,HR,A,2017,False,9,6–10 yrs,Heavy,False,False
733,Hybrid,42.0,57.0,76.0,Finance,C,2015,True,11,10+ yrs,Normal,False,False
734,Hybrid,36.0,65.0,59.0,HR,D,2019,False,7,6–10 yrs,Normal,False,False
735,Remote,27.0,65.0,73.0,IT,C,2023,False,3,3–5 yrs,Light,False,False
736,In-Office,59.0,67.0,74.0,HR,B,2019,True,7,6–10 yrs,Heavy,False,False
737,Remote,41.0,77.0,77.0,IT,B,2019,True,7,6–10 yrs,Normal,True,False
738,In-Office,37.0,85.0,84.0,Operations,C,2023,True,3,3–5 yrs,Normal,True,False
739,Hybrid,32.0,66.0,70.0,Operations,D,2021,True,5,3–5 yrs,Light,False,False
740,Remote,32.0,80.0,73.0,Sales,A,2019,True,7,6–10 yrs,Light,True,False
741,Hybrid,55.0,84.0,74.0,HR,B,2021,True,5,3–5 yrs,Heavy,True,False
742,Remote,41.0,85.0,74.0,HR,Nan,2023,False,3,3–5 yrs,Normal,True,False
743,In-Office,39.0,73.0,76.0,IT,D,2016,False,10,6–10 yrs,Normal,False,False
744,Hybrid,43.0,61.0,66.0,Operations,B,2022,False,4,3–5 yrs,Normal,False,False
745,Remote,38.0,75.0,92.0,IT,B,2021,False,5,3–5 yrs,Normal,True,False
746,In-Office,41.0,77.0,81.0,Operations,D,2020,True,6,6–10 yrs,Normal,True,False
747,Remote,52.0,73.0,74.0,IT,A,2019,False,7,6–10 yrs,Heavy,False,False
748,Hybrid,45.0,76.0,71.0,Operations,C,2019,True,7,6–10 yrs,Normal,True,False
749,In-Office,48.0,49.0,74.0,IT,B,2021,True,5,3–5 yrs,Heavy,False,False
750,Hybrid,43.0,72.0,88.0,Operations,C,2017,False,9,6–10 yrs,Normal,False,False
751,Remote,34.0,73.0,92.0,IT,D,2022,False,4,3–5 yrs,Light,False,False
752,In-Office,39.0,67.0,67.0,HR,C,2016,True,10,6–10 yrs,Normal,False,False
753,Hybrid,47.0,76.0,62.0,Sales,A,2015,True,11,10+ yrs,Heavy,True,False
754,Remote,35.0,71.0,77.0,IT,Nan,2016,True,10,6–10 yrs,Light,False,False
755,Remote,41.0,79.0,66.0,Sales,A,2023,True,3,3–5 yrs,Normal,True,False
756,In-Office,52.0,74.0,80.0,HR,D,2019,False,7,6–10 yrs,Heavy,False,False
757,Hybrid,45.0,83.0,76.0,HR,A,2022,True,4,3–5 yrs,Normal,True,False
758,Hybrid,50.0,78.0,74.0,Operations,D,2017,False,9,6–10 yrs,Heavy,True,False
759,In-Office,61.0,80.0,74.0,Sales,A,2021,True,5,3–5 yrs,Heavy,True,False
760,In-Office,36.0,60.0,71.0,Finance,D,2016,True,10,6–10 yrs,Normal,False,False
761,Remote,39.0,71.0,79.0,Operations,A,2022,True,4,3–5 yrs,Normal,False,False
762,Remote,48.0,74.0,70.0,Sales,D,2021,False,5,3–5 yrs,Heavy,False,False
763,Remote,37.0,70.0,75.0,IT,A,2019,True,7,6–10 yrs,Normal,False,False
764,In-Office,42.0,68.0,57.0,IT,B,2018,False,8,6–10 yrs,Normal,False,False
765,Remote,37.0,72.0,57.0,HR,C,2015,False,11,10+ yrs,Normal,False,False
766,Hybrid,54.0,83.0,69.0,Finance,D,2019,False,7,6–10 yrs,Heavy,True,False
767,In-Office,45.0,61.0,83.0,IT,A,2023,True,3,3–5 yrs,Normal,False,False
768,In-Office,58.0,73.0,77.0,Sales,Nan,2018,False,8,6–10 yrs,Heavy,False,False
769,Remote,39.0,65.0,75.0,Sales,D,2023,False,3,3–5 yrs,Normal,False,False
770,In-Office,46.0,68.0,66.0,IT,D,2016,True,10,6–10 yrs,Heavy,False,False
771,Remote,37.0,75.0,78.0,Sales,Nan,2018,True,8,6–10 yrs,Normal,True,False
772,In-Office,38.0,74.0,56.0,Sales,C,2023,False,3,3–5 yrs,Normal,False,False
773,Remote,44.0,59.0,86.0,HR,Nan,2018,False,8,6–10 yrs,Normal,False,False
774,Remote,46.0,74.0,74.0,Finance,A,2019,True,7,6–10 yrs,Heavy,False,False
775,In-Office,42.0,74.0,59.0,HR,D,2022,False,4,3–5 yrs,Normal,False,False
776,Remote,35.0,88.0,83.0,Finance,D,2019,False,7,6–10 yrs,Light,True,False
777,Remote,32.0,63.0,76.0,Sales,D,2015,False,11,10+ yrs,Light,False,False
778,In-Office,44.0,76.0,63.0,Finance,B,2019,True,7,6–10 yrs,Normal,True,False
779,In-Office,49.0,89.0,75.0,Sales,D,2023,False,3,3–5 yrs,Heavy,True,False
780,Hybrid,42.0,73.0,69.0,Sales,C,2018,True,8,6–10 yrs,Normal,False,False
781,Hybrid,49.0,69.0,72.0,HR,A,2016,True,10,6–10 yrs,Heavy,False,False
782,Hybrid,42.0,70.0,61.0,HR,C,2023,True,3,3–5 yrs,Normal,False,False
783,Remote,40.0,76.0,82.0,Operations,Nan,2019,False,7,6–10 yrs,Normal,True,False
784,Remote,35.0,86.0,72.0,IT,B,2020,True,6,6–10 yrs,Light,True,False
785,Remote,48.0,62.0,81.0,Operations,D,2015,False,11,10+ yrs,Heavy,False,False
786,In-Office,48.0,65.0,72.0,Operations,D,2023,True,3,3–5 yrs,Heavy,False,False
787,Hybrid,50.0,56.0,76.0,Finance,D,2019,False,7,6–10 yrs,Heavy,False,False
788,Hybrid,27.0,66.0,85.0,Sales,D,2019,False,7,6–10 yrs,Light,False,False
789,Hybrid,39.0,65.0,70.0,Sales,Nan,2018,False,8,6–10 yrs,Normal,False,False
790,In-Office,59.0,56.0,59.0,Sales,A,2015,True,11,10+ yrs,Heavy,False,False
791,Remote,47.0,91.0,77.0,IT,C,2023,False,3,3–5 yrs,Heavy,True,False
792,Hybrid,35.0,91.0,85.0,Finance,B,2019,False,7,6–10 yrs,Light,True,False
793,Hybrid,41.0,68.0,74.0,Finance,D,2018,True,8,6–10 yrs,Normal,False,False
794,Hybrid,41.0,74.0,84.0,Sales,B,2016,True,10,6–10 yrs,Normal,False,False
795,Remote,43.0,67.0,88.0,Operations,A,2023,False,3,3–5 yrs,Normal,False,False
796,In-Office,47.0,78.0,81.0,IT,C,2019,True,7,6–10 yrs,Heavy,True,False
797,In-Office,37.0,72.0,63.0,Operations,D,2023,True,3,3–5 yrs,Normal,False,False
798,Hybrid,33.0,77.0,92.0,HR,A,2017,True,9,6–10 yrs,Light,True,False
799,Hybrid,41.0,74.0,77.0,Finance,A,2021,False,5,3–5 yrs,Normal,False,False
800,In-Office,46.0,71.0,56.0,Finance,C,2021,True,5,3–5 yrs,Heavy,False,False
801,In-Office,47.0,65.0,74.0,Operations,D,2019,False,7,6–10 yrs,Heavy,False,False
802,Remote,45.0,84.0,78.0,IT,C,2016,True,10,6–10 yrs,Normal,True,False
803,Hybrid,43.0,83.0,74.0,Finance,Nan,2023,True,3,3–5 yrs,Normal,True,False
804,Hybrid,47.0,72.0,82.0,Operations,B,2018,False,8,6–10 yrs,Heavy,False,False
805,Hybrid,44.0,76.0,62.0,IT,B,2022,True,4,3–5 yrs,Normal,True,False
806,In-Office,47.0,65.0,74.0,Operations,Nan,2016,True,10,6–10 yrs,Heavy,False,False
807,In-Office,39.0,62.0,87.0,IT,B,2022,True,4,3–5 yrs,Normal,False,False
808,In-Office,54.0,89.0,57.0,Sales,A,2019,True,7,6–10 yrs,Heavy,True,False
809,Hybrid,42.0,74.0,66.0,IT,C,2021,False,5,3–5 yrs,Normal,False,False
810,Remote,32.0,86.0,75.0,HR,D,2021,False,5,3–5 yrs,Light,True,False
811,In-Office,52.0,77.0,89.0,Sales,D,2023,False,3,3–5 yrs,Heavy,True,False
812,In-Office,41.0,83.0,78.0,Operations,A,2019,False,7,6–10 yrs,Normal,True,False
813,Remote,32.0,84.0,80.0,Sales,D,2018,False,8,6–10 yrs,Light,True,False
814,In-Office,43.0,65.0,62.0,Sales,D,2018,False,8,6–10 yrs,Normal,False,False
815,In-Office,59.0,72.0,75.0,Operations,Nan,2019,False,7,6–10 yrs,Heavy,False,False
816,Hybrid,37.0,68.0,81.0,Operations,A,2020,True,6,6–10 yrs,Normal,False,False
817,Hybrid,34.0,71.0,72.0,HR,C,2017,False,9,6–10 yrs,Light,False,False
818,Remote,41.0,75.0,81.0,Operations,A,2018,False,8,6–10 yrs,Normal,True,False
819,Remote,41.0,82.0,71.0,Finance,C,2017,False,9,6–10 yrs,Normal,True,False
820,Remote,36.0,86.0,84.0,Finance,C,2016,True,10,6–10 yrs,Normal,True,False
821,In-Office,35.0,75.0,50.0,HR,B,2023,False,3,3–5 yrs,Light,True,False
822,Remote,38.0,91.0,71.0,IT,D,2015,False,11,10+ yrs,Normal,True,False
823,Remote,33.0,82.0,67.0,IT,A,2019,False,7,6–10 yrs,Light,True,False
824,Remote,34.0,74.0,74.0,Finance,D,2022,True,4,3–5 yrs,Light,False,False
825,Hybrid,41.0,80.0,75.0,Operations,B,2021,False,5,3–5 yrs,Normal,True,False
826,In-Office,47.0,69.0,74.0,HR,A,2019,True,7,6–10 yrs,Heavy,False,False
827,Remote,37.0,80.0,75.0,IT,B,2019,True,7,6–10 yrs,Normal,True,False
828,Remote,37.0,68.0,78.0,IT,D,2020,True,6,6–10 yrs,Normal,False,False
829,In-Office,39.0,62.0,70.0,Sales,C,2019,True,7,6–10 yrs,Normal,False,False
830,Hybrid,43.0,80.0,69.0,Finance,Nan,2018,False,8,6–10 yrs,Normal,True,False
831,Remote,40.0,80.0,81.0,Operations,B,2015,True,11,10+ yrs,Normal,True,False
832,Hybrid,37.0,75.0,75.0,HR,C,2021,True,5,3–5 yrs,Normal,True,False
833,Remote,38.0,59.0,79.0,IT,D,2023,False,3,3–5 yrs,Normal,False,False
834,Remote,51.0,73.0,73.0,Sales,B,2020,True,6,6–10 yrs,Heavy,False,False
835,Hybrid,44.0,76.0,82.0,Finance,D,2019,True,7,6–10 yrs,Normal,True,False
836,Hybrid,34.0,80.0,77.0,Finance,C,2018,True,8,6–10 yrs,Light,True,False
837,In-Office,44.0,75.0,77.0,HR,A,2019,True,7,6–10 yrs,Normal,True,False
838,Remote,43.0,67.0,84.0,IT,B,2015,True,11,10+ yrs,Normal,False,False
839,Hybrid,42.0,75.0,73.0,HR,D,2019,True,7,6–10 yrs,Normal,True,False
840,Hybrid,41.0,84.0,71.0,HR,C,2015,False,11,10+ yrs,Normal,True,False
841,Remote,31.0,73.0,79.0,Sales,Nan,2023,False,3,3–5 yrs,Light,False,False
842,Hybrid,49.0,79.0,65.0,Finance,B,2021,False,5,3–5 yrs,Heavy,True,False
843,Remote,53.0,78.0,87.0,Operations,A,2017,False,9,6–10 yrs,Heavy,True,False
844,In-Office,44.0,77.0,76.0,Finance,B,2019,True,7,6–10 yrs,Normal,True,False
845,Remote,45.0,84.0,84.0,Finance,D,2016,True,10,6–10 yrs,Normal,True,False
846,Hybrid,40.0,69.0,75.0,Sales,C,2021,True,5,3–5 yrs,Normal,False,False
847,Remote,44.0,74.0,85.0,Operations,A,2023,False,3,3–5 yrs,Normal,False,False
848,In-Office,55.0,64.0,60.0,IT,D,2020,False,6,6–10 yrs,Heavy,False,False
849,Hybrid,41.0,76.0,68.0,Operations,B,2019,True,7,6–10 yrs,Normal,True,False
850,Hybrid,50.0,77.0,72.0,IT,C,2021,True,5,3–5 yrs,Heavy,True,False
851,Remote,29.0,65.0,80.0,Operations,B,2020,False,6,6–10 yrs,Light,False,False
852,In-Office,30.0,81.0,67.0,HR,A,2019,False,7,6–10 yrs,Light,True,False
853,Remote,41.0,94.0,77.0,Operations,A,2016,False,10,6–10 yrs,Normal,True,False
854,In-Office,44.0,81.0,83.0,Sales,A,2022,False,4,3–5 yrs,Normal,True,False
855,Remote,28.0,62.0,74.0,IT,A,2021,True,5,3–5 yrs,Light,False,False
856,Remote,41.0,80.0,85.0,Finance,A,2020,False,6,6–10 yrs,Normal,True,False
857,Remote,31.0,57.0,84.0,Sales,B,2019,False,7,6–10 yrs,Light,False,False
858,Hybrid,37.0,74.0,73.0,IT,A,2019,True,7,6–10 yrs,Normal,False,False
859,Hybrid,47.0,73.0,68.0,IT,A,2023,True,3,3–5 yrs,Heavy,False,False
860,Remote,37.0,73.0,69.0,Finance,Nan,2019,True,7,6–10 yrs,Normal,False,False
861,In-Office,40.0,77.0,71.0,HR,A,2023,False,3,3–5 yrs,Normal,True,False
862,Hybrid,41.0,66.0,71.0,Sales,C,2019,False,7,6–10 yrs,Normal,False,False
863,Hybrid,29.0,75.0,83.0,Finance,C,2018,False,8,6–10 yrs,Light,True,False
864,Hybrid,33.0,69.0,75.0,Finance,C,2021,False,5,3–5 yrs,Light,False,False
865,Hybrid,41.0,70.0,66.0,HR,B,2023,True,3,3–5 yrs,Normal,False,False
866,Hybrid,30.0,75.0,88.0,Sales,B,2019,True,7,6–10 yrs,Light,True,False
867,Remote,40.0,76.0,80.0,Finance,D,2019,False,7,6–10 yrs,Normal,True,False
868,Remote,38.0,69.0,84.0,HR,Nan,2022,False,4,3–5 yrs,Normal,False,False
869,In-Office,47.0,72.0,59.0,Sales,C,2021,False,5,3–5 yrs,Heavy,False,False
870,In-Office,54.0,78.0,74.0,Operations,B,2022,True,4,3–5 yrs,Heavy,True,False
871,Remote,44.0,72.0,73.0,IT,A,2016,False,10,6–10 yrs,Normal,False,False
872,Remote,33.0,62.0,81.0,HR,D,2023,True,3,3–5 yrs,Light,False,False
873,Hybrid,31.0,74.0,55.0,IT,B,2017,False,9,6–10 yrs,Light,False,False
